id;author;aff_id
7216230;Peter Reginald George Harding;16
7216231;Ka Lai Ho;151
7216232;Jawed Siddiqi;95
7216233;Kalpesh Kapoor;151
7216234;Prasanthi Rathnala;106
7216235;Jonathan Carlos Mayo-Maldonado;123
7216236;Pauline Kan;6
7216237;Viktor Vafeiadis;189
7216238;Khin Hua Ng;193
7216239;C. M. S. Adcock;86
7216240;Pengming Wang;109
7216241;Trevor Collins;152
7216242;Yibin Wang;69
7216243;Qiao Cheng 0001;155
7216244;Robin Fencott;176
7216245;Belsam Attallah;156
7216246;Amir Mansoor Kamali Sarvestani;45
7216247;Abdulaziz Zaenalabedeen;123
7216248;Wee Jin Goh;94
7216249;C. M. Elstob;25
7216250;Pierre-Yves Lesage;174
7216251;Abdulbasit Al-Talabani;137
7216252;Renan Cipriano Moioli;id
7216253;Enrico Scalavino;105
7216254;Mohammed Messaoudi;156
7216255;Richard Green;187
7216256;Pi-Hwa Sun;47
7216257;Chuan Bai;168
7216258;Dade Nurjanah;152
7216259;Stefano Ortona;129
7216260;Cem Direkoglu;117
7216261;Hamish I. E. Gunn;39
7216262;Janice Sheasby;27
7216263;Dominik Safránek;181
7216264;S. H. Yong;192
7216265;Qinbing Fu;99
7216266;Thomas Pohl;126
7216267;Timothy Leung;116
7216268;Joseph Arthur Wood;178
7216269;Haider Khalil Easa;112
7216270;Jorge Faleiro;8
7216271;Andrew MacFarlane 0001;100
7216272;Nick Jeremy Mavity;9
7216273;Frank Doelitzscher;76
7216274;Valentina A. M. Tamma;40
7216275;She Ri Gu Leng;26
7216276;James R. Williams;27
7216277;Damon Daylamani Zad;182
7216278;Sifat Momen;116
7216279;Lu Guo;146
7216280;John J. Scott;8
7216281;Eduardo Couto Dalcin;27
7216282;David Guthrie;64
7216283;Ermioni Topintzi;134
7216284;Emad Shafie;105
7216285;Benigno Uria;106
7216286;Daniel Goodman 0002;149
7216287;Ion Androutsopoulos;139
7216288;D. D. Hamilton;58
7216289;Daniel M. Lowe;113
7216290;Kikelomo Maria Apampa;31
7216291;Ayman Qahmash;183
7216292;Simon Ambrose Brown;29
7216293;R. Hull;43
7216294;Teresa Paula Azevedo Perdicoúlis;34
7216295;Jieming Ma;3
7216296;James Campbell Charles Darling;135
7216297;Benjamin Guy Shirley;189
7216298;Socrates Linardakis;161
7216299;Aimilia Tzanavari;35
7216300;Atanu Ghosh;37
7216301;Tony Shepherd;48
7216302;D. Murray Laing;39
7216303;Colin T. S. Sng;173
7216304;Yuan Chen 0002;89
7216305;Olushola Alexander Akinbi;189
7216306;Jean Tajer;12
7216307;Yichao Yang;81
7216308;Bowen Lu;88
7216309;Nan Wu 0001;193
7216310;George Siemens;130
7216311;Avraam Tapinos;165
7216312;Seyed-Hassan Mirian-Hosseinabadi;195
7216313;Paul M. Wadsworth;55
7216314;Mario R. F. Benevides;147
7216315;David Christopher Turner;176
7216316;Tobias Becker;119
7216317;Marcus R. Frean;65
7216318;Zuraini Zainol;30
7216319;Bendra Ojameruaye;50
7216320;Asad Ali 0002;107
7216321;Anastassia Spiridou;178
7216322;Wenlong Wang;8
7216323;Kathleen Mary Curran;19
7216324;Fan Ye 0005;135
7216325;Samantha Patricia Bail;86
7216326;Osian Haines;199
7216327;John Kingston;93
7216328;Peter Salkeld Robertson;106
7216329;Rupert F. Weare;178
7216330;Nuo Li;77
7216331;Petros Bofakos;52
7216332;Duncan J. Batey;96
7216333;Robin Woodburn;131
7216334;Alireza Rastegarpanah;112
7216335;Rhys Alun Griffiths;10
7216336;Muhammad Zakarya;145
7216337;Daniel Whitehouse;134
7216338;Alexandros Agapitos;14
7216339;Seyed Nasser Farimani-Toroghi;90
7216340;Dana Dghaym;184
7216341;Jie Hu 0017;37
7216342;Peng Zhang 0002;12
7216343;G. A. Roberts;169
7216344;Matthew Francis Hurst;140
7216345;Shekoufeh Kolahdouz Rahimi;23
7216346;Artie Basukoski;18
7216347;Nadia Al-Hassan;153
7216348;Ioannis Douros;167
7216349;Yulin Wang;7
7216350;C. Aday Curbelo Montañez;149
7216351;Muhamad Kamal M. Amin;2
7216352;Li Meng;108
7216353;Sylvain Brugnot;124
7216354;Stewart Alexander Thomson;100
7216355;L. M. Parker;114
7216356;Ji Ruan;7
7216357;Ernest Sithole;196
7216358;Sarah Taylor;191
7216359;Stuart Hutchesson;145
7216360;Georgios Christogiannopoulos;109
7216361;Ali Haldun Taner;id
7216362;Ke Yu;69
7216363;Zhenyu Li 0004;42
7216364;Mary Habib;7
7216365;Tonworio Oguara;26
7216366;Dilipkumar Kantibhai Patel;28
7216367;Saba Nasseri;55
7216368;Alexander Brostoff;51
7216369;Carole Susan Klein;13
7216370;John C. Flackett;21
7216371;Keerthi Thomas;3
7216372;Wing Keung Felix Lor;146
7216373;Santiago Martinez;14
7216374;Hamid Reza Jalalian;24
7216375;Sarah Anne Margaret Talbot;49
7216376;James Patrick John Irwin;63
7216377;Florida Estrella;140
7216378;Hristina Palikareva;112
7216379;Hernán Prieto Schmidt;61
7216380;Jean-Philippe Turcat;171
7216381;Ioannis Korkontzelos;14
7216382;Inês de Castro Dutra;159
7216383;Robin P. Neatherway;49
7216384;Ian Karl Levy;99
7216385;Qian Xu 0006;193
7216386;Abdulaziz Ibrahim Alayed;94
7216387;Derek Foster;53
7216388;Jianhua Shao 0002;55
7216389;Valentina Zanardi;67
7216390;Pushmeet Kohli;194
7216391;Song Xiao;137
7216392;Huat Tatt Gan;199
7216393;Jason Adam David Atkin;99
7216394;Syed Saqib Khursheed;125
7216395;Alexandros G. Rigas;87
7216396;Antonio D. Kheirkhahzadeh;186
7216397;Asma Abdulghani Qassem Al-Shargabi;90
7216398;Guido Zuccon;65
7216399;Julian A. Padget;89
7216400;Ilias Kolonias;71
7216401;Ali Fouad;99
7216402;D. R. Appleton;131
7216403;Shem J. Ochuodho;181
7216404;Joao Baptista da Silva Araujo;169
7216405;Marco Colombo;160
7216406;Jionglong Su;190
7216407;Osmar Marchi dos Santos;166
7216408;Petros Papapanagiotou;134
7216409;Nils Knafla;106
7216410;Carl David Evans;178
7216411;Anna Vartapetiance;99
7216412;Hazel Anne Shaw;44
7216413;Mateusz Ujma;85
7216414;Matthew Terrell;4
7216415;J. Longstaff;77
7216416;Casey McQuinn Wilson;195
7216417;W. C. Charles;160
7216418;Qi-zhi Sun;193
7216419;Christian Günsel;9
7216420;Eve Elizabeth Hoggan;100
7216421;Stephen Howard Duncan;124
7216422;Adrian Baldwin;166
7216423;Mark Sheppard;7
7216424;Stuart Reeves;162
7216425;Chengqiang Huang;197
7216426;Alexis Boukouvalas;8
7216427;Mohammad Saeed Abou Trab;6
7216428;Rizvi Rahman;114
7216429;Daniel Liew;78
7216430;Nicholas David Francis;27
7216431;Mohammad Mustafa Taye;141
7216432;Tut San Guan;2
7216433;Timothy John Taylor 0002;20
7216434;Tahir Mohammed Hassan;32
7216435;Hanan Al-Jubouri;102
7216436;Andreas Antoniades;14
7216437;Katie Bentley;135
7216438;Petar Palasek;84
7216439;Jaewoo Joo;197
7216440;Abdulgader Almutairi;147
7216441;Kassim S. Mwitondi;141
7216442;G. S. Birk;168
7216443;Thomas S. Gatewood;173
7216444;Simon J. Hunt;178
7216445;Mei Lin Hui;174
7216446;Tim Murdoch;25
7216447;M. F. P. Gillies;45
7216448;Bernard D'Antras;41
7216449;Gavin A. Campbell;198
7216450;Oleksandr Pryymak;22
7216451;Ian Napier;110
7216452;Adriaan Wolfgang Joubert;78
7216453;Amina Said Mohammed Alsawaai;24
7216454;Domenico Corapi;172
7216455;Cornelius Glackin;125
7216456;Rawle C. S. Prince;71
7216457;Jaratsri Rungrattanaubol;193
7216458;Lewis Percival Gordon Evans;115
7216459;Ali Alsam;136
7216460;Charalampos Karagiannidis;21
7216461;Cheng Zhang 0010;171
7216462;Rahul Premraj;98
7216463;Chintagunta Abhishek;69
7216464;Paul Watson 0002;57
7216465;Chandrika Cycil;30
7216466;Sami Smadi;153
7216467;Alan Jeremy Jeffcoat Dick;32
7216468;George Papamargaritis;151
7216469;Alison J. Heppenstall;114
7216470;René Keller;21
7216471;Bairong Zhang;185
7216472;Paschalis Veskos;41
7216473;Yong Liu 0015;id
7216474;S. Sudirman;85
7216475;D. P. Stoten;62
7216476;Bernardino Romera-Paredes;19
7216477;Klaus E. Schmitz Abe;128
7216478;Mauricio Varea;16
7216479;Cecilia Loureiro-Koechlin;155
7216480;Stephen Nicholas Laughton;161
7216481;Ming-Feng Lee;94
7216482;Ping Wang 0013;168
7216483;L. G. Samaraweera;172
7216484;Matthew D. Ryan;145
7216485;Clive Fencott;27
7216486;Hsiu Ching Hsieh;155
7216487;Richard Vincent Bennett;81
7216488;Miguel Branco;49
7216489;David Edward Millard;197
7216490;Tudor Pascu;13
7216491;Stephanie Simmons;2
7216492;Edward Fiddy;42
7216493;Karim Yaici;55
7216494;Christopher Bak;52
7216495;Mohammad A. Dabbah;190
7216496;Paul Netherwood;144
7216497;M. G. V. Albutt;184
7216498;S. H. Booth;62
7216499;Sei Howe;85
7216500;Gregor Schwake;124
7216501;M. A. Ledwich;122
7216502;Natalia Dowding;146
7216503;Xin U. Liu;52
7216504;Sara Aghdaei;74
7216505;Fenglian Qiu;118
7216506;Robert Egginton;35
7216507;Noel William Winstanley;135
7216508;Christopher Burbridge;id
7216509;Stephen Cook 0002;184
7216510;Antony McCabe;140
7216511;Paul Philip Boca;108
7216512;Mohammed Alwanain;17
7216513;Marcelo P. Fiore;146
7216514;Sumitha L. Balasuriya;195
7216515;Munir Hussain Naveed;185
7216516;Zeeshan Malik;38
7216517;Watcharin Po-ngaen;29
7216518;Claire E. Gerrard;33
7216519;Yi Pan 0002;91
7216520;Thomas J. Butcher;13
7216521;Peter Ho Yin Ching;151
7216522;Kaveh Darabi;53
7216523;Jerome Jackson;162
7216524;Elizabeth Black;180
7216525;Ana Leticia de Cerqueira Leite Duboc;14
7216526;Paul Arkley;187
7216527;Jonathan Michael Robert Byrd;186
7216528;Gregg O'Malley;131
7216529;Russell Newman;186
7216530;Alexnewton Alexander;30
7216531;Kae Yeet Foo;93
7216532;Albert M. Selvin;122
7216533;Cristian Riveros Jaeger;83
7216534;Kimberley James Jarvis;189
7216535;Adriano Martins Lopes;23
7216536;Jakramate Bootkrajang;3
7216537;Gai Sun;29
7216538;Adriano Velasque Werhli;6
7216539;Khaled Almejalli;142
7216540;Maarten Steen;17
7216541;Matthew Broadbent;80
7216542;Sarah L. Taylor;54
7216543;Ian Stewart Gibson;32
7216544;Majid Naeem;44
7216545;Khaled Mahbub;184
7216546;J. K. S. McKay;15
7216547;Alasdair Armstrong;95
7216548;Simon Attfield;37
7216549;Darren George Priddin;176
7216550;Olav Beckmann;73
7216551;Miriam Akemi Manabe Capretz;121
7216552;Mohammad Hossein Sadaghiani;81
7216553;Nor Zainah Siau;113
7216554;Peter Foster;132
7216555;William Ivan Warburton;70
7216556;Petar Iliev;10
7216557;Gianni Corino;90
7216558;Andreas Ulrich Mauthe;65
7216559;Amy V. Beeston;27
7216560;Hugo George Hiden;137
7216561;Horatiu S. Bota;192
7216562;Gunnar Aastrand Grimnes;108
7216563;Hywel R. Dunn-Davies;168
7216564;Fathi Abuagila A. Hamhoum;157
7216565;Yongxin Yang;88
7216566;David Forrest;113
7216567;David Maurice Flinton;196
7216568;Alexandros G. Fragkiadakis;7
7216569;Xiaodong Chen;144
7216570;Zuhoor Abdullah Al-Khanjari;138
7216571;Roberto Lopez-Hernandez;68
7216572;Neal Kiritkumar Lathia;92
7216573;Alastair J. D. Craft;4
7216574;Mark Elsom-Cook;157
7216575;Stavros Isaiadis;188
7216576;Lipeng Wen;83
7216577;W. J. Wilson;107
7216578;Ervin Ramollari;187
7216579;Duncan P. Brumby;130
7216580;Olly Oechsle;2
7216581;Vu Nam Tran;99
7216582;R. K. Wood;97
7216583;Michael Oliver John Thomas;114
7216584;Philip Thomas Cattani;44
7216585;Ji Ni;186
7216586;Peter David Mosses;145
7216587;Aaron D. Mason;46
7216588;Julia Wallace;60
7216589;John Bates;149
7216590;Christopher Köhnen;36
7216591;Jaelson Freire Brelaz de Castro;73
7216592;Shuxian Chen;176
7216593;José Antonio Reyes;136
7216594;Tezcan Dilshener;39
7216595;Andrew David Ben-Dyke;49
7216596;Raéd Yousef Sindaha;5
7216597;P. J. Horne;117
7216598;Richard Brough;68
7216599;Ahmed Hosny Omar Saad Ahmed;134
7216600;Douglas Kunda;14
7216601;Mike Healy;111
7216602;Witold Slowinski;88
7216603;Timothy Sean Brookes;22
7216604;Stuart Michael Cox;171
7216605;D. J. Watson;32
7216606;Jan Andrzej Duracz;164
7216607;Ciaron William Murphy;11
7216608;Mark Ian Snaith;93
7216609;Mubarak Aldwsry;85
7216610;Ian Gray;117
7216611;Andrew J. Chipperfield;74
7216612;Bareeq A. Al Ghannam;136
7216613;Nivea de Carvalho Ferreira;48
7216614;Izhar Che Mee;189
7216615;Elizabeth S. Guy;17
7216616;Zeshan Malick;id
7216617;Ian Stokes-Rees;129
7216618;Lu Fan;99
7216619;Olaf Karl Klinke;117
7216620;David G. M. Mitchell;95
7216621;Fernando Osorno-Gutierrez;150
7216622;R. C. Hutty;50
7216623;Ming-Lang Lin;111
7216624;Jing An;70
7216625;Alberto Moraglio;27
7216626;Yuangui Lei;106
7216627;Emyr Wyn Evans;124
7216628;Alex E. Hayes;24
7216629;Kaveh M. Moazami-Goudarzi;173
7216630;Zheng Zeng;183
7216631;Vassileios Karakostas;178
7216632;Maria Sifniotis;165
7216633;Sean Andrew Jacobs;60
7216634;Teresa Del Soldato;132
7216635;Bharat Gupta;47
7216636;Adel Taweel;58
7216637;Wei Zhou 0015;48
7216638;Kenneth H. W. Chan;97
7216639;I. M. Andrews;166
7216640;Raymond Hu;136
7216641;Hani Sayyaf Alharbi;7
7216642;Sandra Periam Foubister;103
7216643;Martin Bellamy;97
7216644;Nicolae Radu Zabet;154
7216645;Kin Leong Ho;161
7216646;Jose Carlos Soares Brandao;112
7216647;Yin Leng Theng;64
7216648;Yong Luo 0001;139
7216649;Martha Lucia Hause;191
7216650;Emmanuel Touloupis;173
7216651;Fahad Anwar;28
7216652;Andrew J. Newell;169
7216653;Cassandra Gould;119
7216654;D. Green;64
7216655;Ibrahim Kabiru Musa;99
7216656;Louis Major;78
7216657;Áine MacDermott;5
7216658;Thomas Page;142
7216659;Mohammad Ali Moni;157
7216660;Barry Taylor;20
7216661;Michael James Compton;76
7216662;Stephen R. Adams;198
7216663;Niran Subramaniam;166
7216664;A. K. Pui;124
7216665;Caroline Ann Bassett;197
7216666;Shangzhu Jin;150
7216667;Juan D. Millan-Cifuentes;181
7216668;Christopher Bevan;111
7216669;Anjie Fang;159
7216670;Alassane Seck;150
7216671;Maryam Roshanaei;163
7216672;Timothy Humphreys;46
7216673;Mathew J. Wilson;77
7216674;Kamlesh Mistry;28
7216675;Timothy John Todman;130
7216676;John W. Patchell;41
7216677;Yunfeng Ma;103
7216678;Xiaoming Wang 0008;47
7216679;Karsten Loer;74
7216680;Jarinee Chattratichart;14
7216681;Steven Frank Bridge;153
7216682;Victor Ye;131
7216683;Bangdao Chen;7
7216684;Murtaza Taj;77
7216685;Geneen Elizabeth Stubbs;190
7216686;Alexis Petrounias;46
7216687;Jennifer Betts;9
7216688;R. J. Driscoll;9
7216689;J. D. Day;103
7216690;Emmanuel Uchechukwu Eze;77
7216691;Alan Keith Burden;62
7216692;Michael Adam Lones;43
7216693;Donia Badawood;21
7216694;R. A. Hancock;157
7216695;Nurulhuda A. Manaf;30
7216696;Farahnaz Mohanna;90
7216697;P. Hale;81
7216698;Daniel Friday Owoichoche Onah;153
7216699;M. E. Horani;105
7216700;Kuanhou Tian;120
7216701;Gabriel Panis;24
7216702;Vijayanarasimha Hindupur Pakka;142
7216703;John M. J. Herbert;59
7216704;Jehad Al-Amri;93
7216705;Ali Mustafa Zaidi;157
7216706;Darren J. Kerbyson;144
7216707;K. T. Al-Kibasi;21
7216708;Mark Bowen Hill;72
7216709;Ioannis Pavlosoglou;92
7216710;Chao Chen 0011;178
7216711;Jonathon Read;199
7216712;Azhar Alhindi;81
7216713;Alexander Ian Smith;133
7216714;Dominic Smith;74
7216715;Ib Holm Sørensen;160
7216716;Gan Lu;74
7216717;Sam Devlin;193
7216718;Huihai Lu;152
7216719;Richard Paul Bruin;164
7216720;Karl Cox;56
7216721;Eduardo Rojas Vegas;86
7216722;John Ndeta;104
7216723;Stuart Adam Battersby;57
7216724;Ayibapreye Kelvin Benjamin;186
7216725;Garen Zohrab Arevian;93
7216726;Taimur Al Said;129
7216727;Mary G. Croarken;37
7216728;Dania Aljeaid;27
7216729;Lang Yang;92
7216730;Theerayod Wiangtong;132
7216731;Han Gong;84
7216732;Gordon Paul;34
7216733;Pedro E. Hepp;179
7216734;James Alexander George Hamilton;25
7216735;Ewen Maclean;177
7216736;Shih-Wen Ke;13
7216737;Vera de Ligt;102
7216738;Kevin Williams 0002;169
7216739;D. K. Siong Tok;86
7216740;Rafael Dueire Lins;4
7216741;Lynne Bowker;74
7216742;Yousef Rabadi;161
7216743;Haifa Elsidani Elariss;47
7216744;Ilias Kiourktsidis;161
7216745;Shun Bian;196
7216746;Paul A. Golder;73
7216747;Mette Ramsgard Thomsen;112
7216748;Stefan Meissner;148
7216749;Greg Law;127
7216750;Ajay Chakravarthy;5
7216751;Wilawan Rukpakavong;61
7216752;Ezequiel Alejandro Di Paolo;94
7216753;Kester Dean Clegg;31
7216754;Jonathan Ralph Roberts;191
7216755;Natalie J. Coull;79
7216756;Stefano Cattani;id
7216757;James Thorniley;171
7216758;Yee-Ting Li;58
7216759;Arben Damoni;109
7216760;Aisha Naseer;94
7216761;Shirt Fun Ooi;14
7216762;Xueyue Huang;135
7216763;Matthew R. Lakin;24
7216764;Yanti Rusmawati;111
7216765;J. G. Hunt;167
7216766;Christopher Anthony Silles;7
7216767;Nicholas David Molton;128
7216768;Mauricio Marín;98
7216769;Siva Karteek Bolisetti;89
7216770;Darryl Owens;25
7216771;Kyriakos Anastasakis;146
7216772;Nicolás D'Ippolito;50
7216773;Delfina Fantini van Ditmar;55
7216774;Stelios Sotiriadis;154
7216775;Craig Steven Moore;123
7216776;Zhaojie Ju;25
7216777;George Baxter Swan;38
7216778;Haider Farhan Ali;63
7216779;D. T. O'Brien;121
7216780;Soliman M. Algeri;16
7216781;Aparajit Narayan;79
7216782;Chin Wei Kiong;166
7216783;José Miguel Baptista Nunes;164
7216784;Andrew Hamilton;171
7216785;M. Manjunathaiah;131
7216786;Alistair David Rowe;155
7216787;Frank Grimm;1
7216788;Bassam Farran;130
7216789;A. S. E. Ahmed;110
7216790;Alicia Morales-Reyes;183
7216791;Mark Kenneth Thompson;159
7216792;Mark Kattenbelt;129
7216793;Brian Ross;198
7216794;Christopher Wastell;25
7216795;Rima Sheikh Rajab;76
7216796;Andrea Rota;68
7216797;Sylivano Chiluli Nonga Kitinya;55
7216798;Ye Yao 0002;103
7216799;Grant Brewer;181
7216800;Thomas Farrenkopf;149
7216801;Risco Mulwani Mutelo;75
7216802;Tsampikos Kounalakis;36
7216803;Eva Huzan;167
7216804;Twin Karmakharm;77
7216805;Camilo Edward Benedict Fitzgerald;199
7216806;Jianhua Shao 0001;30
7216807;Yu Fu 0001;188
7216808;Alaa Al-Afeef;92
7216809;Ali Almohammad;157
7216810;Catherine Dawn Taylor;177
7216811;Odinaldo Teixeira Rodrigues;129
7216812;Erroll Wood;58
7216813;Haya El-Ghalayini;111
7216814;Gordon Charles McGregor;122
7216815;Cassia Valentini-Botinhao;185
7216816;Anthony Charles Daniels;135
7216817;Jairo M. de Souza;76
7216818;Paolo Capriotti;112
7216819;James Sebastian Guido;121
7216820;J. Bryan Scattergood;34
7216821;Matthew Gordon Dennis;76
7216822;Hani El Sakkout;58
7216823;Allister Furey;188
7216824;Nadia Bendjeddou;54
7216825;Rodrigo Gomes de Oliveira;47
7216826;Cornelia Pahnke;11
7216827;Angela Chandler;79
7216828;Wasakorn Laesanklang;138
7216829;Joseph Charles Mellor;180
7216830;Joe Loughry;172
7216831;Alan John Goddard;54
7216832;Jeremy Yallop;60
7216833;Christopher C. Paige;25
7216834;Hossam Allam;190
7216835;Huma Shah;28
7216836;F. P. Treasure;120
7216837;Eman Marzouq Aljohani;45
7216838;Dimitra Bampou;77
7216839;Philip Garner;117
7216840;Christopher Mark Powell;148
7216841;Xiaodong Yang 0007;174
7216842;Luke Dicken;192
7216843;Twittie Senivongse;90
7216844;Helen McBreen;134
7216845;Michael Opoku Agyeman;117
7216846;Panayis Fourniotis Pavlatos;168
7216847;Clauirton de Siebra;117
7216848;Georgios Pavlou;93
7216849;Henrik Carl-Olof Julian Oldfeldt Ekéus;53
7216850;Brett McLean;110
7216851;Thomas Spink;164
7216852;Irena Spasic;9
7216853;Waleed Wagealla;190
7216854;P. Yousefpour;22
7216855;Sasan Maleki;87
7216856;Panagiotis-Aristidis Kountouriotis;168
7216857;Joanna Marie Lumsden;23
7216858;Richard Newcombe;58
7216859;Sharon Dingley;173
7216860;John Moses;41
7216861;Tahereh Yaghoobi Mashhadi;139
7216862;Iyad Mohammed AlAgha;88
7216863;Alexander Ng;9
7216864;Michael G. Norman;49
7216865;Deirdre Lungley;98
7216866;Andrew Hazell;42
7216867;An Nguyen 0003;191
7216868;Pavel Avgustinov;50
7216869;Polyvios Tsirimpas;19
7216870;Edit Halmay;31
7216871;Chryssanthi Taramonli;119
7216872;Nawwaf Nayef Kharma;188
7216873;Sarah Gallacher;24
7216874;Feng Gang Shi;16
7216875;Meng Wang 0002;6
7216876;Jens Riegelsberger;138
7216877;Christian Walker Dawson;10
7216878;Rafael Ramírez-Meléndez;52
7216879;Lucia Del Prete;128
7216880;Quentin Charatan;36
7216881;Stephen Mark Vernon Hailes;109
7216882;Robert Lukierski;169
7216883;David Philip Frost;85
7216884;Shtwai Alsubai;97
7216885;Ritesh K. Taank;180
7216886;Lukas Rupprecht;131
7216887;Nathan Shone;103
7216888;John G. Sandiford;68
7216889;Jonathan Noel Tombs;118
7216890;Xun Huang;66
7216891;E. C. Cranfield;86
7216892;Terence R. Norman;175
7216893;Shakir Mohamed;73
7216894;Daniel J. Beresford;71
7216895;Alan Brown 0002;2
7216896;Charalampos Koniaris;171
7216897;Claudio Luis de Amorim;112
7216898;Richard C. Staunton;154
7216899;Anthony Davey;115
7216900;Prabhudev Irappa Hosur;3
7216901;David C. J. Naylor;195
7216902;Fernando da Fonseca de Souza;75
7216903;Pengyu Wang;21
7216904;Hor Yan Wong;153
7216905;Paul Jakma;180
7216906;Clément Fumex;52
7216907;Hossein Miri;136
7216908;Vasileios Argyriou;85
7216909;Kine Dørum;131
7216910;Noora Fetais;100
7216911;Said S. Al-gahtani;66
7216912;Heiko Claussen;12
7216913;B. Raymead;74
7216914;Nabih T. Abdelmajid;77
7216915;Kamarul Ariffin Noordin;152
7216916;Yoon Ping Chui;150
7216917;Marta E. Cecchinato;97
7216918;Richard Berger;21
7216919;Daniel Alexander Smith;180
7216920;Mohammed Q. S. Al-Khalidi;147
7216921;Alexia Zoumpoulaki;54
7216922;Ian Finch;9
7216923;Martyn Ratcliffe;39
7216924;Lei Zhang 0043;189
7216925;Linlin Song;46
7216926;Ashraf F. Khalil;70
7216927;Benjamin Millar Gorman;155
7216928;Rosana Veronica Lilian Desanker;1
7216929;Olexiy Gotsman;144
7216930;Jiayu Tang;135
7216931;Zhuo Xue;199
7216932;Qian Wang 0018;137
7216933;Luis Alfonso Maeda-Nunez;184
7216934;Rocío Aldeco-Pérez;71
7216935;Dermot Kerr;75
7216936;S. Dawson;99
7216937;D. I. Stamp;79
7216938;Phillip James Brooke;61
7216939;Vijay John;91
7216940;David Ball;137
7216941;Adeeb Alnajajr;6
7216942;Matthew Waters;169
7216943;Zhongliu Xie;154
7216944;Sophia Alim;80
7216945;Mohan Ganesalingam;183
7216946;J. M. H. Hunter;47
7216947;Shehzad Khalid;176
7216948;Jonathan William Harley;111
7216949;Hsi-Ming Ho;15
7216950;Alan D. Saul;70
7216951;David R. Hardoon;83
7216952;Parisa Derakhshan;14
7216953;Mohamed A. Alkalai;167
7216954;D. A. Cockeram;170
7216955;Shaoshi Yang;70
7216956;Zoltán Miklós 0001;13
7216957;J. G. Sellers;63
7216958;Dinesh Kumar Hurreeram;45
7216959;Dimitri Kartsaklis;127
7216960;Sherif Akoush;131
7216961;Hung-Kwan Chen;7
7216962;Fazilah Haron;51
7216963;Andreas Theodoros Lianos;10
7216964;Ziran Sun;16
7216965;Mohammed Adil Qureshi;139
7216966;Antonio Canales Rivas;93
7216967;David Martyn Lewis Williams;189
7216968;Geng Li;160
7216969;J. D. McCartney;59
7216970;Antonio Di Ferdinando;18
7216971;Chris Swinerd;71
7216972;Yorck Hunke;180
7216973;Sepideh Nazemi Gelyan;29
7216974;Seyeon Kim;51
7216975;Mohamed Benbrahim;176
7216976;Anwar Baig;46
7216977;Yi-Zhe Song;42
7216978;Ioannis Xanthakos;188
7216979;Oveeyen Moonian;122
7216980;Andrew G. Barber;70
7216981;Mike Westmacott;64
7216982;Gennaro Imperatore;86
7216983;Xin Lu 0001;91
7216984;Liang Wang 0016;163
7216985;Sebastian Reiner Spiegler;87
7216986;Lesely T. Semmens;38
7216987;Tobias A. Kleemann;67
7216988;Barry G. Sherlock;147
7216989;Michael Benjamin Jampel;102
7216990;Jan Hartmann;110
7216991;John A. Carroll;82
7216992;Zongyan Huang;121
7216993;Yuxuan Lan;90
7216994;Yang Yu 0012;129
7216995;Vahid Soleimani;54
7216996;Myo Thida;158
7216997;Sherif Nour El-Din;60
7216998;Faisal Hammad;8
7216999;Ebrahim Ardeshir-Larijani;18
7217000;David Fawthrop;153
7217001;Veronika Kuchta;127
7217002;Hojung Kim;75
7217003;Nicholas Walton;100
7217004;Yow Tzu Lim;81
7217005;Zulfadhli Mohamad;73
7217006;Jonathan Bell 0002;58
7217007;Mufajjul Ali;157
7217008;Sherif Yusuf;193
7217009;Nicholas Mark Allott;82
7217010;Calum G. Blair;17
7217011;Sunil Datt Nautiyal;5
7217012;Robert Duncan Macredie;31
7217013;Firas Ajlouni;13
7217014;Daniel Hiak Ong Ling;137
7217015;Salvador Elías Venegas-Andraca;53
7217016;Chong Xu;14
7217017;Peter Reid;171
7217018;Luca Pino;129
7217019;Chee Peng Lim;11
7217020;Neil Johnson;25
7217021;Jonathan Antony Stirk;153
7217022;Mark D. Bedworth;122
7217023;Kiran K. Seunarine;169
7217024;Rafat Alshorman;69
7217025;Antonios Printezis;45
7217026;Mohammad Ismat Kadir;168
7217027;David Richard Hope;172
7217028;Eleanor Martin;64
7217029;Wellington Santos Martins;153
7217030;Stephen Moore 0001;166
7217031;Arthur Gregory Money;79
7217032;Muhammad Nabeel Asghar;126
7217033;Andrew D. Palmer;99
7217034;Andreas Savva;188
7217035;R. B. Uribe;196
7217036;Darren Parker;186
7217037;Alastair Peter Dunsmore;72
7217038;Peter B. Musgrove;38
7217039;David Edward Webster;175
7217040;Monica Messaggi Kaya;12
7217041;Baoguo Yang;27
7217042;Egor Ianovski;98
7217043;Daniel Thomas Rhodes;154
7217044;Weihang Wu;135
7217045;Conor McBride;71
7217046;Aleksandar Dimovski;131
7217047;F. N. Teskey;31
7217048;Muhsin Atto;185
7217049;James Heather;184
7217050;David McLuskie;28
7217051;Haishan Huang;72
7217052;David Roger Gilbert;2
7217053;Georgios Kourtis;191
7217054;Swati Gupta;167
7217055;Syed Shabbir Haider;168
7217056;Simone Veglioni;143
7217057;Nada Bajnaid;44
7217058;Ni Zhang;198
7217059;John James Hondros;83
7217060;Naganathy Rajkumar;58
7217061;Abdulrazaq Almutairi;32
7217062;Aitor Rovira i Pérez;7
7217063;David A. Burgess;20
